kingdom,phylum,subphylum,class,superorder,order,suborder,family,genus,scientific,lat,long,dep,group,size
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus affinis,11.9583,121.7040,571,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,10.9625,118.6380,686,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,13.6567,120.4853,595.5,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,13.8833,120.4460,454,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,20.6167,115.7170,380,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,34.9050,138.7430,300,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,34.9167,138.7330,450,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,34.9674,138.5969,783,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,34.9675,138.5998,785,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus doederleinii,35.0972,138.6880,536,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus kensleyi,13.9170,120.0762,644,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus kensleyi,13.9170,120.0762,644,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus kensleyi,13.9170,120.0762,644,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cirolanidae,Bathynomus,Bathynomus richeri,13.6567,120.4853,595.5,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,43.9724,157.3017,5429,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,46.9735,154.5536,5780,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,43.5732,153.9692,5380,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,42.4726,153.9938,5307,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,41.188,150.0936,5266,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,40.5732,150.9986,5421,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,43.0274,152.9747,5223,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,42.2383,151.7097,5126,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Bellibos,Bellibos,42.2383,151.7097,5126,iso,
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Betamorpha,Betamorpha acuticoxalis,39.7107,147.1577,5215,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Asellota,Munnopsidae,Betamorpha,Betamorpha acuticoxalis,40.5732,150.9986,5421,iso,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Chrysopetalidae,Bhawania,Bhawania riveti,0.9700,127.9300,3.5,pol,3
Animalia,Annelida,,Polychaeta,,Sabellida,,Siboglinidae,Birsteinia,Birsteinia vitjasi,56.8500,174.0500,3785,pol,3
Animalia,Annelida,,Polychaeta,,Sabellida,,Sabellidae,Bispira,Bispira secusolutus,13.8583,120.8420,291,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardia,Boccardia berkeleyorum,13.5000,120.9500,,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardia,Boccardia berkeleyorum,13.7000,120.8330,,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardia,Boccardia perata,42.8933,132.7350,8,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardia,Boccardia perata,42.9000,132.7300,3,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardiella,Boccardiella hamata,42.8933,132.7350,5,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardiella,Boccardiella hamata,42.8933,132.7350,5,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardiella,Boccardiella hamata,42.9000,132.7300,1,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardiella,Boccardiella hamata,42.9000,132.7300,10,pol,3
Animalia,Annelida,,Polychaeta,,Spionida,Spioniformia,Spionidae,Boccardiella,Boccardiella hamata,42.9000,132.7300,5,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8483,64,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8483,58,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8483,61,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,30.5,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,30.5,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,58,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,32,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,61,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,30.5,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,30.5,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,26,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Bollandiella,Bollandiella antipathicola,26.5000,127.8480,61,pol,3
Animalia,Annelida,,Polychaeta,,Echiuroidea,Bonelliida,Bonelliidae,Bonellia,Bonellia pacifica,49.7683,157.8100,4015,pol,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrella,Bopyrella articulata,18.6667,111.3333,,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrinella,Bopyrinella albida,22.2167,114.2667,,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrinella,Bopyrinella parameces,36.0000,120.3333,,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrione,Bopyrione longicapitata,22.2830,114.1500,,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrione,Bopyrione longicapitata,22.2830,114.1500,,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrione,Bopyrione longicapitata,22.4500,114.1830,,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrione,Bopyrione multifeminae,36.1667,120.3500,,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrione,Bopyrione toloensis,22.4500,114.1830,,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrissa,Bopyrissa pyriforma,22.2830,114.1500,,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyroides,Bopyroides hippolytes,24.8868,122.0673,593,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyroides,Bopyroides hippolytes,38.1486,138.5250,429.5,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyroides,Bopyroides hippolytes,52.2000,179.8670,69.5,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyroides,Bopyroides hippolytes,52.2000,179.8670,69.5,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyroides,Bopyroides hippolytes,54.8400,167.2170,103,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyroides,Bopyroides hippolytes,44.9496,137.1991,465,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrophryxus,Bopyrophryxus branchiabdominalis,1.6814,127.5367,0.5,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrophryxus,Bopyrophryxus branchiabdominalis,13.7000,120.9540,311,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrophryxus,Bopyrophryxus branchiabdominalis,18.5708,121.8540,410,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrophryxus,Bopyrophryxus branchiabdominalis,18.5708,121.8542,410,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Bopyridae,Bopyrosa,Bopyrosa phryxiformis,5.7250,119.6667,15,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Cabiropidae,Bourdonia,Bourdonia tridentata,51.0167,154.1000,600,iso,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Brachysyllis,Brachysyllis japonica,41.7500,141.0833,140,pol,3
Animalia,Annelida,,Polychaeta,,Terebellida,Cirratuliformia,Flabelligeridae,Brada,Bradabyssa villosa,35.6300,126.4700,,pol,3
Animalia,Annelida,,Polychaeta,,Terebellida,Cirratuliformia,Flabelligeridae,Brada,Bradabyssa villosa,35.8600,125.9700,,pol,3
Animalia,Annelida,,Polychaeta,,Terebellida,Cirratuliformia,Flabelligeridae,Brada,Bradabyssa villosa,37.5000,125.4000,,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma burkensis,18.1817,144.7200,3660,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma burkensis,18.1817,144.7200,3660,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma marianus,18.2100,144.7067,3640,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma marianus,18.2100,144.7070,3640,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma marianus,18.2100,144.7070,3640,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma marianus,18.2100,144.7070,3640,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchinotogluma,Branchinotogluma marianus,18.2100,144.7070,3640,pol,3
Animalia,Annelida,,Polychaeta,,Sabellida,,Sabellidae,Branchiomma,Branchiomma cingulatum,26.5000,127.8483,57.91,pol,3
Animalia,Annelida,,Polychaeta,,Sabellida,,Sabellidae,Branchiomma,Branchiomma infarctum,73.8833,138.0000,22,pol,3
Animalia,Annelida,,Polychaeta,,Sabellida,,Sabellidae,Branchiomma,Branchiomma picta,26.5000,127.8483,62.48,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis bathyalis,8.8000,124.1500,1500,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis bathyalis,8.8000,124.1500,1500,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,11.4000,162.3830,,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3600,157.9758,0.75,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3613,157.9512,1.75,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3633,157.9758,1,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3638,158.0230,0.25,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3692,157.9605,3.25,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3712,157.9505,1.75,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3845,157.9600,0.75,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis exilis,21.3867,157.9905,2.75,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis mayae,13.6800,120.8556,20,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis tagalog,13.6977,120.8297,9.5,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Branchiosyllis,Branchiosyllis tagalog,13.6977,120.8297,17,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchipolynoe,Branchipolynoe pettiboneae,24.1302,124.1898,642,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchipolynoe,Branchipolynoe pettiboneae,24.1306,124.1926,641,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchipolynoe,Branchipolynoe pettiboneae,27.2657,127.0749,1520,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchipolynoe,Branchipolynoe pettiboneae,27.2667,127.0833,1340,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchipolynoe,Branchipolynoe pettiboneae,27.2683,127.0883,,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Branchipolynoe,Branchipolynoe pettiboneae,27.2667,127.0830,1340,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Syllidae,Brania,Brania rhopalophora,21.3575,157.9530,3.25,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides promamme,69.3667,178.4667,7,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides sarsi,69.3667,178.4667,7,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides sarsi,70.2333,170.2833,22,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides sarsi,70.2333,170.2833,22,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides sarsi,70.2333,170.2833,22,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides sarsi,73.7500,119.0000,15,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Aphroditiformia,Polynoidae,Bylgides,Bylgides sarsi,73.8333,144.3333,15,pol,3
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,35.9000,126.2100,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,36.1500,126.2700,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,36.2400,126.5300,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,36.7400,126.1400,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,37.0000,126.7000,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,37.1000,126.6000,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,37.3000,126.4000,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,37.3000,126.5000,,pol,x
Animalia,Annelida,,Polychaeta,,Phyllodocida,Nereidiformia,Pilargidae,Cabira,Cabira pilargiformis,37.4000,126.6000,,pol,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,78.3833,135.0400,984,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,78.3833,135.0400,984,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,79.4943,148.2180,0,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,79.4943,148.2180,0,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,79.7466,144.0200,0,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,79.7467,144.0200,577,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia bicolor,79.7467,144.0200,577,iso,3
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,74.5000,137.0800,22,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,74.5000,137.0800,22,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,78.3267,135.3850,214,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,78.3267,135.3850,214,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,78.3483,135.1800,534,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,78.3483,135.1800,534,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,78.3835,135.0410,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,79.1483,146.3533,102,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,79.1483,146.3533,102,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,79.7466,144.0200,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,79.8167,143.0867,986,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,79.8167,143.0867,986,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,44.9496,137.1991,465,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,43.1745,135.0137,994,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,44.7986,137.2553,1525,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,43.2258,135.0707,528,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia elongata,43.2253,135.0718,521,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.5967,130.0283,94,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.5967,130.0283,94,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.5967,130.0283,94,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.6000,130.0280,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.9296,130.0410,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.9300,130.0400,1695,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.9300,130.0400,1695,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,77.9300,130.0400,1695,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,78.2533,135.3880,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,78.2533,135.3880,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,78.2533,135.3883,104,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,78.2533,135.3883,104,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.0933,135.1400,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.1000,135.1583,2769,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.1000,135.1583,2769,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.4943,148.2180,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.4950,148.2183,231,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.4950,148.2183,231,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.7466,144.0200,0,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.7467,144.0200,577,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.7467,144.0200,577,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Gnathiidae,Caecognathia,Caecognathia stygia,79.7467,144.0200,577,iso,x
Animalia,Arthropoda,Crustacea,Malacostraca,Peracarida,Isopoda,Cymothoida,Leptanthuridae,Calathura,Calathura brachiata,77.7025,130.0420,0,iso,3
